,method,outcome,weight,year,name
22523,N/A,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22524,Pts: 6x0,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22525,Referee Decision,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22526,Pts: 4x2,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22527,Pts: 8x4,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22528,DQ,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22529,Choke from back,W,76KG,2017,Osvaldo “Queixinho” Moizinho
22530,Pts: 2x0,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22531,N/A,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22532,Pts: 8x6,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22533,Adv,W,70KG,2017,Osvaldo “Queixinho” Moizinho
22534,Choke from back,W,82KG,2017,Osvaldo “Queixinho” Moizinho
22535,N/A,W,ABS,2017,Osvaldo “Queixinho” Moizinho
22536,Loop choke,W,ABS,2017,Osvaldo “Queixinho” Moizinho
22537,N/A,W,76KG,2017,Osvaldo “Queixinho” Moizinho
22538,Points,W,76KG,2017,Osvaldo “Queixinho” Moizinho
22539,Inside heel hook,W,65KG,2017,Osvaldo “Queixinho” Moizinho
22540,Kimura,W,67KG,2017,Osvaldo “Queixinho” Moizinho
22541,"Pts: 4x4, Adv",W,67KG,2017,Osvaldo “Queixinho” Moizinho
22542,Pts: 4x2,W,67KG,2017,Osvaldo “Queixinho” Moizinho
22543,Omoplata,W,65KG,2018,Osvaldo “Queixinho” Moizinho
22544,N/A,W,76KG,2018,Osvaldo “Queixinho” Moizinho
22545,Points,W,76KG,2018,Osvaldo “Queixinho” Moizinho
22546,Pts: 6x2,W,70KG,2018,Osvaldo “Queixinho” Moizinho
22547,Armbar,W,70KG,2018,Osvaldo “Queixinho” Moizinho
22548,Pts: 10x0,W,70KG,2018,Osvaldo “Queixinho” Moizinho
22549,Pts: 2x0,W,70KG,2018,Osvaldo “Queixinho” Moizinho
22550,Pts: 4x2,W,70KG,2018,Osvaldo “Queixinho” Moizinho
22551,Pts: 4x2,W,76KG,2018,Osvaldo “Queixinho” Moizinho
22552,N/A,W,76KG,2018,Osvaldo “Queixinho” Moizinho
22553,Flying armbar,W,73KG,2018,Osvaldo “Queixinho” Moizinho
22554,Omoplata,W,70KG,2018,Osvaldo “Queixinho” Moizinho
22555,N/A,W,76KG,2019,Osvaldo “Queixinho” Moizinho
22556,N/A,W,76KG,2019,Osvaldo “Queixinho” Moizinho
22557,N/A,W,76KG,2019,Osvaldo “Queixinho” Moizinho
22558,Armlock,W,76KG,2019,Osvaldo “Queixinho” Moizinho
22559,Referee Decision,W,76KG,2019,Osvaldo “Queixinho” Moizinho
22560,"Pts: 4x4, Adv",W,76KG,2019,Osvaldo “Queixinho” Moizinho
22561,Pts: 8x6,W,76KG,2019,Osvaldo “Queixinho” Moizinho
22562,Pts: 6x4,W,70KG,2019,Osvaldo “Queixinho” Moizinho
22563,"Pts: 0x0, Adv",W,70KG,2019,Osvaldo “Queixinho” Moizinho
22564,Footlock,W,70KG,2019,Osvaldo “Queixinho” Moizinho
22565,Referee Decision,W,70KG,2019,Osvaldo “Queixinho” Moizinho
22566,Omoplata,W,70KG,2019,Osvaldo “Queixinho” Moizinho
22567,Submission,W,77KG,2020,Osvaldo “Queixinho” Moizinho
22568,Choke from back,W,77KG,2020,Osvaldo “Queixinho” Moizinho
22569,"Pts: 2x2, Adv",L,64KG,2016,Michael Musumeci
22570,Referee Decision,L,64KG,2017,Michael Musumeci
22571,"Pts: 2x2, Adv",L,ABS,2020,Michael Musumeci
22572,Choke from back,W,64KG,2015,Michael Musumeci
22573,"Pts: 4x4, Adv",W,64KG,2015,Michael Musumeci
22574,"Pts: 2x2, Adv",W,57KG,2016,Michael Musumeci
22575,Choke from back,W,57KG,2016,Michael Musumeci
22576,Pts: 6x3,W,57KG,2016,Michael Musumeci
22577,Botinha,W,64KG,2016,Michael Musumeci
22578,Pts: 8x0,W,64KG,2016,Michael Musumeci
22579,"Pts: 2x2, Adv",W,64KG,2016,Michael Musumeci
22580,Pts: 2x0,W,70KG,2016,Michael Musumeci
22581,Pts: 6x0,W,70KG,2016,Michael Musumeci
22582,Pts: 2x0,W,62KG,2016,Michael Musumeci
22583,Pts: 2x0,W,62KG,2016,Michael Musumeci
22584,"Pts: 4x4, Adv",W,62KG,2016,Michael Musumeci
22585,Pts: 10x8,W,62KG,2016,Michael Musumeci
22586,Bow and arrow,W,64KG,2017,Michael Musumeci
22587,Referee Decision,W,64KG,2017,Michael Musumeci
22588,Pts: 2x0,W,64KG,2017,Michael Musumeci
22589,Points,W,62KG,2017,Michael Musumeci
22590,Pts: 2x0,W,62KG,2017,Michael Musumeci
22591,Pts: 4x0,W,62KG,2017,Michael Musumeci
22592,Botinha,W,62KG,2017,Michael Musumeci
22593,Botinha,W,64KG,2017,Michael Musumeci
22594,"Pts: 8x8, Adv",W,64KG,2017,Michael Musumeci
22595,"Pts: 10x10, Adv",W,64KG,2017,Michael Musumeci
22596,"Pts: 0x0, Adv",W,64KG,2017,Michael Musumeci
22597,Botinha,W,60KG,2018,Michael Musumeci
22598,Armbar,W,64KG,2018,Michael Musumeci
22599,Arm in Ezekiel,W,64KG,2018,Michael Musumeci
22600,Referee Decision,W,64KG,2018,Michael Musumeci
22601,Pts: 4x0,W,64KG,2018,Michael Musumeci
22602,Pts: 8x2,W,57KG,2019,Michael Musumeci
22603,Pts: 8x2,W,57KG,2019,Michael Musumeci
22604,Pts: 10x8,W,57KG,2019,Michael Musumeci
22605,Straight ankle lock,W,57KG,2019,Michael Musumeci
22606,Omoplata,W,70KG,2019,Michael Musumeci
22607,Choke from back,W,70KG,2019,Michael Musumeci
22608,Triangle armbar,W,70KG,2019,Michael Musumeci
22609,Choke from back,W,ABS,2020,Michael Musumeci
22610,"Pts: 0x0, Adv",W,ABS,2020,Michael Musumeci
22611,Arm in Ezekiel,W,64KG,2020,Michael Musumeci
22612,Botinha,W,64KG,2020,Michael Musumeci
22613,Referee Decision,W,64KG,2020,Michael Musumeci
22614,DQ,L,ABS,2016,Victor Honório
22615,Pts: 6x0,L,O94KG,2016,Victor Honório
22616,Pts: 4x2,L,ABS,2017,Victor Honório
22617,Referee Decision,L,99+KG,2017,Victor Honório
22618,Pts: 12x0,L,ABS,2017,Victor Honório
22619,Omoplata,L,ABS,2018,Victor Honório
22620,"Pts: 0x0, Adv",L,O100KG,2018,Victor Honório
22621,Kimura,L,O100KG,2018,Victor Honório
22622,Pts: 4x0,L,ABS,2018,Victor Honório
22623,Pts: 2x0,L,O100KG,2019,Victor Honório
22624,"Pts: 2x2, Adv",L,O100KG,2019,Victor Honório
22625,"Pts: 0x0, Adv",L,ABS,2019,Victor Honório
22626,"Pts: 2x2, Adv",W,O94KG,2015,Victor Honório
22627,Pts: 2x0,W,O94KG,2015,Victor Honório
22628,Choke,W,O94KG,2015,Victor Honório
22629,Lapel choke,W,O94KG,2016,Victor Honório
22630,Pts: 6x0,W,O94KG,2016,Victor Honório
22631,Lapel choke,W,ABS,2016,Victor Honório
22632,Pts: 2x0,W,ABS,2016,Victor Honório
22633,"Pts: 0x0, Pen",W,ABS,2016,Victor Honório
22634,Pts: 6x0,W,ABS,2016,Victor Honório
22635,Pts: 3x0,W,ABS,2016,Victor Honório
22636,"Pts: 0x0, Adv",W,ABS,2016,Victor Honório
22637,Pts: 4x0,W,O94KG,2016,Victor Honório
22638,N/A,W,O94KG,2016,Victor Honório
22639,Referee Decision,W,O94KG,2016,Victor Honório
22640,Wristlock,W,ABS,2016,Victor Honório
22641,DQ,W,ABS,2016,Victor Honório
22642,Points,W,ABS,2016,Victor Honório
22643,Pts: 3x0,W,O94KG,2016,Victor Honório
22644,Points,W,110KG,2016,Victor Honório
22645,Choke,W,110KG,2016,Victor Honório
22646,Points,W,ABS,2016,Victor Honório
22647,Choke,W,ABS,2016,Victor Honório
22648,Pts: 8x0,W,ABS,2016,Victor Honório
22649,Lapel choke,W,ABS,2016,Victor Honório
22650,Lapel choke,W,ABS,2016,Victor Honório
22651,Pts: 8x2,W,ABS,2016,Victor Honório
22652,Points,W,O100KG,2016,Victor Honório
22653,Lapel choke,W,O100KG,2016,Victor Honório
22654,"Pts: 0x0, Adv",W,O100KG,2016,Victor Honório
22655,N/A,W,110KG,2016,Victor Honório
22656,N/A,W,110KG,2016,Victor Honório
22657,Points,W,O99KG,2017,Victor Honório
22658,Points,W,O99KG,2017,Victor Honório
22659,Points,W,O99KG,2017,Victor Honório
22660,Points,W,ABS,2017,Victor Honório
22661,Pts: 9x0,W,ABS,2017,Victor Honório
22662,Referee Decision,W,ABS,2017,Victor Honório
22663,Pts: 2x0,W,O100KG,2017,Victor Honório
22664,Lapel choke,W,O100KG,2017,Victor Honório
22665,Choke,W,O100KG,2017,Victor Honório
22666,Pts: 3x0,W,O100KG,2017,Victor Honório
22667,Pts: 5x0,W,99+KG,2017,Victor Honório
22668,Dogbar,W,ABS,2017,Victor Honório
22669,Points,W,O95KG,2017,Victor Honório
22670,Points,W,O95KG,2017,Victor Honório
22671,Guillotine,W,O95KG,2017,Victor Honório
22672,Pts: 6x0,W,ABS,2018,Victor Honório
22673,Pts: 2x0,W,ABS,2018,Victor Honório
22674,Pts: 4x0,W,O100KG,2018,Victor Honório
22675,Pts: 2x0,W,O100KG,2018,Victor Honório
22676,Referee Decision,W,O95KG,2018,Victor Honório
22677,Points,W,O95KG,2018,Victor Honório
22678,"Pts: 0x0, Adv",W,ABS,2018,Victor Honório
22679,Pts: 5x2,W,ABS,2018,Victor Honório
22680,Pts: 4x2,W,O100KG,2018,Victor Honório
22681,"Pts: 2x2, Adv",W,O100KG,2018,Victor Honório
22682,"Pts: 2x2, Adv",W,ABS,2018,Victor Honório
22683,Pts: 2x0,W,ABS,2018,Victor Honório
22684,Points,W,O100KG,2019,Victor Honório
22685,Pts: 7x0,W,O100KG,2019,Victor Honório
22686,Pts: 6x0,W,O100KG,2019,Victor Honório
22687,Bread cutter,W,O100KG,2019,Victor Honório
22688,"Pts: 0x0, Adv",W,O100KG,2019,Victor Honório
22689,Adv,W,ABS,2019,Victor Honório
22690,Referee Decision,W,ABS,2019,Victor Honório
22691,Pts: 4x2,L,82KG,2015,Manuel Ribamar
22692,Pts: 4x3,L,82KG,2015,Manuel Ribamar
22693,Pts: 2x0,L,79KG,2015,Manuel Ribamar
22694,EBI/OT,L,ABS,2015,Manuel Ribamar
22695,Pts: 6x4,L,82KG,2016,Manuel Ribamar
22696,Kimura,L,ABS,2016,Manuel Ribamar
22697,Points,L,88KG,2016,Manuel Ribamar
22698,Choke from back,L,ABS,2016,Manuel Ribamar
22699,"Pts: 8x8, Adv",L,82KG,2016,Manuel Ribamar
22700,Referee Decision,L,82KG,2016,Manuel Ribamar
22701,Kneebar,L,ABS,2016,Manuel Ribamar
22702,Pts: 8x4,L,82KG,2016,Manuel Ribamar
22703,Wristlock,L,ABS,2017,Manuel Ribamar
22704,Pts: 2x0,L,94KG,2017,Manuel Ribamar
22705,Points,L,85KG,2017,Manuel Ribamar
22706,Submission,L,85KG,2017,Manuel Ribamar
22707,Referee Decision,L,88KG,2017,Manuel Ribamar
22708,"Pts: 2x2, Adv",L,85KG,2017,Manuel Ribamar
22709,Pts: 6x0,L,82KG,2017,Manuel Ribamar
22710,Pts: 3x2,L,88KG,2017,Manuel Ribamar
22711,Armbar,L,94KG,2017,Manuel Ribamar
22712,Pts: 5x0,L,82KG,2017,Manuel Ribamar
22713,Choke from back,L,85KG,2017,Manuel Ribamar
22714,Points,L,ABS,2017,Manuel Ribamar
22715,"Pts: 0x0, Adv",L,79KG,2017,Manuel Ribamar
22716,RNC,L,ABS,2017,Manuel Ribamar
22717,Adv,L,82KG,2018,Manuel Ribamar
22718,Referee Decision,L,82KG,2018,Manuel Ribamar
22719,Pts: 2x0,L,82KG,2018,Manuel Ribamar
22720,"Pts: 0x0, Adv",L,82KG,2018,Manuel Ribamar
22721,Triangle armbar,L,ABS,2018,Manuel Ribamar
22722,Pts: 6x2,L,ABS,2018,Manuel Ribamar
22723,Guillotine,L,ABS,2018,Manuel Ribamar
22724,Referee Decision,L,79KG,2018,Manuel Ribamar
22725,"Pts: 0x0, Adv",L,85KG,2019,Manuel Ribamar
22726,Referee Decision,L,85KG,2019,Manuel Ribamar
22727,Pts: 4x2,L,85KG,2019,Manuel Ribamar
22728,Referee Decision,L,82KG,2019,Manuel Ribamar
22729,"Pts: 0x0, Adv",L,85KG,2019,Manuel Ribamar
22730,50/50 armbar,L,82KG,2019,Manuel Ribamar
22731,Pts: 8x6,L,85KG,2019,Manuel Ribamar
22732,"Pts: 0x0, Adv",L,ABS,2019,Manuel Ribamar
22733,Points,L,ABS,2020,Manuel Ribamar
22734,Armbar,W,82KG,2015,Manuel Ribamar
22735,Pts: 5x2,W,82KG,2015,Manuel Ribamar
22736,Verbal tap,W,82KG,2015,Manuel Ribamar
22737,Pts: 18x0,W,82KG,2015,Manuel Ribamar
22738,Armbar,W,82KG,2015,Manuel Ribamar
22739,Arm in Ezekiel,W,82KG,2015,Manuel Ribamar
22740,Choke from back,W,82KG,2015,Manuel Ribamar
22741,Pts: 16x2,W,82KG,2015,Manuel Ribamar
22742,Pts: 12x6,W,ABS,2015,Manuel Ribamar
22743,"Pts: 2x2, Adv",W,ABS,2015,Manuel Ribamar
22744,Pts: 4x2,W,ABS,2015,Manuel Ribamar
22745,EBI/OT,W,ABS,2015,Manuel Ribamar
22746,Pts: 2x0,W,82KG,2016,Manuel Ribamar
22747,Arm in Ezekiel,W,ABS,2016,Manuel Ribamar
22748,Pts: 6x2,W,ABS,2016,Manuel Ribamar
22749,Pts: 6x4,W,ABS,2016,Manuel Ribamar
22750,Pts: 13x0,W,82KG,2016,Manuel Ribamar
22751,Armbar,W,82KG,2016,Manuel Ribamar
22752,Points,W,82KG,2016,Manuel Ribamar
22753,Pts: 10x2,W,82KG,2016,Manuel Ribamar
22754,Pts: 4x0,W,82KG,2016,Manuel Ribamar
22755,RNC,W,82KG,2016,Manuel Ribamar
22756,Armbar,W,82KG,2016,Manuel Ribamar
22757,Points,W,ABS,2016,Manuel Ribamar
22758,N/A,W,82KG,2016,Manuel Ribamar
22759,Points,W,82KG,2016,Manuel Ribamar
22760,Pts: 10x0,W,82KG,2016,Manuel Ribamar
22761,Points,W,82KG,2016,Manuel Ribamar
22762,RNC,W,85KG,2016,Manuel Ribamar
22763,DQ,W,85KG,2016,Manuel Ribamar
22764,Armbar,W,ABS,2017,Manuel Ribamar
22765,Pts: 2x0,W,ABS,2017,Manuel Ribamar
22766,"Pts: 0x0, Adv",W,ABS,2017,Manuel Ribamar
22767,Pts: 9x0,W,94KG,2017,Manuel Ribamar
22768,Armbar,W,85KG,2017,Manuel Ribamar
22769,"Pts: 0x0, Adv",W,85KG,2017,Manuel Ribamar
22770,Pts: 19x0,W,82KG,2017,Manuel Ribamar
22771,N/A,W,88KG,2017,Manuel Ribamar
22772,Points,W,94KG,2017,Manuel Ribamar
22773,Pts: 4x2,W,82KG,2017,Manuel Ribamar
22774,Pts: 3x2,W,82KG,2017,Manuel Ribamar
22775,"Pts: 2x2, Adv",W,82KG,2017,Manuel Ribamar
22776,Points,W,82KG,2017,Manuel Ribamar
22777,Toe hold,W,82KG,2017,Manuel Ribamar
22778,Pts: 2x0,W,ABS,2017,Manuel Ribamar
22779,Toe hold,W,82KG,2018,Manuel Ribamar
22780,Points,W,82KG,2018,Manuel Ribamar
22781,Pts: 9x2,W,82KG,2018,Manuel Ribamar
22782,RNC,W,85KG,2018,Manuel Ribamar
22783,Pts: 16x2,W,ABS,2018,Manuel Ribamar
22784,"Pts: 0x0, Adv",W,ABS,2018,Manuel Ribamar
22785,Pts: 7x4,W,88KG,2018,Manuel Ribamar
22786,Pts: 12x0,W,88KG,2018,Manuel Ribamar
22787,Points,W,82KG,2018,Manuel Ribamar
22788,Points,W,82KG,2018,Manuel Ribamar
22789,Points,W,88KG,2018,Manuel Ribamar
22790,Cross choke,W,88KG,2018,Manuel Ribamar
22791,Points,W,ABS,2018,Manuel Ribamar
22792,Submission,W,85KG,2018,Manuel Ribamar
22793,Referee Decision,W,85KG,2018,Manuel Ribamar
22794,Referee Decision,W,85KG,2018,Manuel Ribamar
22795,Referee Decision,W,81KG,2018,Manuel Ribamar
22796,Referee Decision,W,81KG,2018,Manuel Ribamar
22797,Referee Decision,W,81KG,2018,Manuel Ribamar
22798,Referee Decision,W,81KG,2018,Manuel Ribamar
22799,Referee Decision,W,81KG,2018,Manuel Ribamar
22800,Armbar,W,88KG,2018,Manuel Ribamar
22801,Points,W,88KG,2018,Manuel Ribamar
22802,N/A,W,85KG,2018,Manuel Ribamar
22803,Points,W,ABS,2018,Manuel Ribamar
22804,Pts: 2x0,W,79KG,2018,Manuel Ribamar
22805,Pts: 2x0,W,79KG,2018,Manuel Ribamar
22806,Short choke,W,79KG,2018,Manuel Ribamar
22807,Pts: 6x0,W,85KG,2019,Manuel Ribamar
22808,Armbar,W,85KG,2019,Manuel Ribamar
22809,Pts: 9x0,W,85KG,2019,Manuel Ribamar
22810,Arm in Ezekiel,W,ABS,2019,Manuel Ribamar
22811,Referee Decision,W,85KG,2019,Manuel Ribamar
22812,Pts: 6x0,W,82KG,2019,Manuel Ribamar
22813,Armbar,W,82KG,2019,Manuel Ribamar
22814,Choke from back,W,88KG,2019,Manuel Ribamar
22815,Points,W,ABS,2019,Manuel Ribamar
22816,Points,W,ABS,2019,Manuel Ribamar
22817,"Pts: 6x6, Adv",W,82KG,2019,Manuel Ribamar
22818,Referee Decision,W,83KG,2019,Manuel Ribamar
22819,Points,W,82KG,2019,Manuel Ribamar
22820,Referee Decision,W,82KG,2019,Manuel Ribamar
22821,Referee Decision,W,85KG,2019,Manuel Ribamar
22822,Pts: 2x0,W,85KG,2019,Manuel Ribamar
22823,"Pts: 0x0, Adv",W,85KG,2019,Manuel Ribamar
22824,Pts: 2x0,W,85KG,2019,Manuel Ribamar
22825,"Pts: 2x2, Adv",W,85KG,2019,Manuel Ribamar
22826,Referee Decision,W,82KG,2019,Manuel Ribamar
22827,Referee Decision,W,86KG,2019,Manuel Ribamar
22828,Pts: 9x0,W,79KG,2019,Manuel Ribamar
22829,"Pts: 0x0, Adv",W,85KG,2019,Manuel Ribamar
22830,Pts: 2x0,W,85KG,2019,Manuel Ribamar
22831,Pts: 22x0,W,88KG,2020,Manuel Ribamar
22832,Pts: 12x0,W,88KG,2020,Manuel Ribamar
22833,Pts: 2x0,W,88KG,2020,Manuel Ribamar
22834,Injury,W,88KG,2020,Manuel Ribamar
22835,"Pts: 0x0, Adv",L,ABS,2015,AJ Sousa
22836,Referee Decision,L,82KG,2015,AJ Sousa
22837,Points,L,85KG,2015,AJ Sousa
22838,Pts: 3x0,L,85KG,2015,AJ Sousa
22839,Points,L,76KG,2015,AJ Sousa
22840,Points,L,76KG,2015,AJ Sousa
22841,Choke,L,ABS,2015,AJ Sousa
22842,Points,L,79KG,2015,AJ Sousa
22843,Pts: 13x0,L,77KG,2016,AJ Sousa
22844,Pts: 2x0,L,77KG,2016,AJ Sousa
22845,Pts: 4x2,L,76KG,2016,AJ Sousa
22846,Pts: 2x0,L,82KG,2016,AJ Sousa
22847,Points,L,75KG,2017,AJ Sousa
22848,Cross choke,L,85KG,2018,AJ Sousa
22849,Choke from back,W,82KG,2014,AJ Sousa
22850,Choke from back,W,82KG,2014,AJ Sousa
22851,N/A,W,ABS,2014,AJ Sousa
22852,Points,W,86KG,2015,AJ Sousa
22853,Adv,W,86KG,2015,AJ Sousa
22854,Armbar,W,ABS,2015,AJ Sousa
22855,Pts: 6x2,W,ABS,2015,AJ Sousa
22856,Choke from back,W,85KG,2015,AJ Sousa
22857,Points,W,85KG,2015,AJ Sousa
22858,Armbar,W,82KG,2015,AJ Sousa
22859,Armlock,W,76KG,2015,AJ Sousa
22860,Armbar,W,76KG,2015,AJ Sousa
22861,Adv,W,76KG,2015,AJ Sousa
22862,Omoplata,W,ABS,2015,AJ Sousa
22863,Armbar,W,ABS,2015,AJ Sousa
22864,Flying armbar,W,ABS,2015,AJ Sousa
22865,Armbar,W,ABS,2015,AJ Sousa
22866,Omoplata,W,82KG,2015,AJ Sousa
22867,"Pts: 2x2, Adv",W,82KG,2015,AJ Sousa
22868,Pts: 4x2,W,77KG,2016,AJ Sousa
22869,Pts: 4x2,W,77KG,2016,AJ Sousa
22870,Armbar,W,76KG,2016,AJ Sousa
22871,Adv,W,82KG,2016,AJ Sousa
22872,Pts: 2x0,W,82KG,2016,AJ Sousa
22873,Pts: 9x0,W,82KG,2016,AJ Sousa
22874,Armbar,W,76KG,2016,AJ Sousa
22875,Pts: 2x0,W,76KG,2016,AJ Sousa
22876,Armbar,W,76KG,2016,AJ Sousa
22877,Referee Decision,W,85KG,2018,AJ Sousa
22878,Adv,L,70KG,2009,Isaque Paiva
22879,armbar,L,ABS,2009,Isaque Paiva
22880,Points,L,70KG,2009,Isaque Paiva
22881,Points,L,70KG,2010,Isaque Paiva
22882,"Pts: 2x2, Adv",L,70KG,2010,Isaque Paiva
22883,Points,L,65KG,2011,Isaque Paiva
22884,Points,L,70KG,2012,Isaque Paiva
22885,Adv,L,70KG,2012,Isaque Paiva
22886,Choke,L,70KG,2012,Isaque Paiva
22887,N/A,L,70KG,2013,Isaque Paiva
22888,Points,L,65KG,2013,Isaque Paiva
22889,Referee Decision,L,70KG,2013,Isaque Paiva
22890,Pts: 4x2,L,70KG,2014,Isaque Paiva
22891,Pts: 5x0,L,70KG,2014,Isaque Paiva
22892,Pts: 24x2,L,70KG,2014,Isaque Paiva
22893,Points,L,70kg,2014,Isaque Paiva
22894,N/A,L,70KG,2014,Isaque Paiva
22895,"Pts: 2x2, Adv",L,76KG,2014,Isaque Paiva
22896,Pts: 10x0,L,75KG,2015,Isaque Paiva
22897,"Pts: 0x0, Adv",L,65KG,2015,Isaque Paiva
22898,Pts: 8x6,L,70KG,2015,Isaque Paiva
22899,Points,L,70KG,2015,Isaque Paiva
22900,Points,L,70KG,2015,Isaque Paiva
22901,Adv,L,70KG,2015,Isaque Paiva
22902,Points,L,70KG,2015,Isaque Paiva
22903,Points,L,70KG,2015,Isaque Paiva
22904,Pts: 12x2,L,ABS,2015,Isaque Paiva
22905,Pts: 15x10,L,67KG,2015,Isaque Paiva
22906,Pts: 8x6,L,70KG,2015,Isaque Paiva
22907,Pts: 11x4,L,69KG,2015,Isaque Paiva
22908,"Pts: 8x8, Adv",L,70KG,2016,Isaque Paiva
22909,Pts: 4x0,L,69KG,2016,Isaque Paiva
22910,Pts: 10x4,L,70KG,2016,Isaque Paiva
22911,Botinha,L,70KG,2016,Isaque Paiva
22912,Pts: 8x2,L,70KG,2016,Isaque Paiva
22913,Pts: 8x6,L,70KG,2016,Isaque Paiva
22914,Pts: 10x8,L,70KG,2017,Isaque Paiva
22915,Pts: 2x0,L,69KG,2017,Isaque Paiva
22916,Points,L,70KG,2017,Isaque Paiva
22917,Points,L,65KG,2017,Isaque Paiva
22918,Pts: 9x0,L,69KG,2017,Isaque Paiva
22919,Pts: 7x6,L,70KG,2018,Isaque Paiva
22920,Pts: 4x2,L,65KG,2018,Isaque Paiva
22921,Pts: 8x6,L,69KG,2018,Isaque Paiva
22922,Pts: 6x2,L,69KG,2018,Isaque Paiva
22923,Points,L,70KG,2018,Isaque Paiva
22924,Pts: 2x0,L,70KG,2018,Isaque Paiva
22925,N/A,W,70KG,2008,Isaque Paiva
22926,Mounted triangle,W,70KG,2009,Isaque Paiva
22927,Cross choke,W,70KG,2009,Isaque Paiva
22928,Mounted triangle,W,ABS,2009,Isaque Paiva
22929,Triangle,W,70KG,2010,Isaque Paiva
22930,Ezekiel,W,70KG,2010,Isaque Paiva
22931,Points,W,ABS,2010,Isaque Paiva
22932,Bow and arrow,W,70KG,2010,Isaque Paiva
22933,N/A,W,70KG,2012,Isaque Paiva
22934,Armbar,W,65KG,2012,Isaque Paiva
22935,Referee Decision,W,65KG,2012,Isaque Paiva
22936,Triangle,W,65KG,2012,Isaque Paiva
22937,Adv,W,70KG,2012,Isaque Paiva
22938,Pts: 3x0,W,70KG,2012,Isaque Paiva
22939,Submission,W,70KG,2012,Isaque Paiva
22940,Triangle,W,ABS,2013,Isaque Paiva
22941,Inverted Triangle,W,ABS,2013,Isaque Paiva
22942,N/A,W,70KG,2013,Isaque Paiva
22943,Choke from back,W,70KG,2013,Isaque Paiva
22944,Mounted triangle,W,70KG,2013,Isaque Paiva
22945,Adv,W,70KG,2014,Isaque Paiva
22946,Referee Decision,W,70KG,2014,Isaque Paiva
22947,Points,W,70kg,2014,Isaque Paiva
22948,Triangle,W,70KG,2014,Isaque Paiva
22949,Triangle,W,70KG,2014,Isaque Paiva
22950,Arm in Ezekiel,W,70KG,2014,Isaque Paiva
22951,Choke from back,W,76KG,2014,Isaque Paiva
22952,Choke from back,W,76KG,2014,Isaque Paiva
22953,Points,W,76KG,2014,Isaque Paiva
22954,Adv,W,65KG,2015,Isaque Paiva
22955,Triangle,W,65KG,2015,Isaque Paiva
22956,"Pts: 2x2, Adv",W,65KG,2015,Isaque Paiva
22957,Pts: 4x2,W,65KG,2015,Isaque Paiva
22958,"Pts: 2x2, Adv",W,65KG,2015,Isaque Paiva
22959,Points,W,65KG,2015,Isaque Paiva
22960,Points,W,65KG,2015,Isaque Paiva
22961,N/A,W,70KG,2015,Isaque Paiva
22962,N/A,W,70KG,2015,Isaque Paiva
22963,Injury,W,66KG,2015,Isaque Paiva
22964,Triangle,W,66KG,2015,Isaque Paiva
22965,Points,W,66KG,2015,Isaque Paiva
22966,Referee Decision,W,66KG,2015,Isaque Paiva
22967,DQ,W,70KG,2015,Isaque Paiva
22968,Points,W,70KG,2015,Isaque Paiva
22969,Cross choke,W,70KG,2015,Isaque Paiva
22970,Adv,W,70KG,2015,Isaque Paiva
22971,Cross choke,W,70KG,2015,Isaque Paiva
22972,Ezekiel,W,70KG,2015,Isaque Paiva
22973,Armbar,W,70KG,2015,Isaque Paiva
22974,Triangle armbar,W,70KG,2015,Isaque Paiva
22975,Mounted triangle,W,70KG,2015,Isaque Paiva
22976,Triangle,W,70KG,2015,Isaque Paiva
22977,Points,W,70KG,2015,Isaque Paiva
22978,Points,W,70KG,2015,Isaque Paiva
22979,Pts: 4x2,W,69KG,2015,Isaque Paiva
22980,Triangle,W,69KG,2015,Isaque Paiva
22981,Pts: 10x8,W,69KG,2015,Isaque Paiva
22982,Adv,W,69KG,2016,Isaque Paiva
22983,Triangle,W,70KG,2016,Isaque Paiva
22984,Choke,W,70KG,2016,Isaque Paiva
22985,Choke,W,70KG,2016,Isaque Paiva
22986,"Pts: 12x12, Adv",W,70KG,2016,Isaque Paiva
22987,Choke from back,W,70KG,2016,Isaque Paiva
22988,Choke from back,W,70KG,2016,Isaque Paiva
22989,Armbar,W,70KG,2016,Isaque Paiva
22990,Points,W,70KG,2016,Isaque Paiva
22991,N/A,W,70KG,2016,Isaque Paiva
22992,Pts: 2x0,W,70KG,2016,Isaque Paiva
22993,Choke from back,W,70KG,2016,Isaque Paiva
22994,Choke from back,W,70KG,2016,Isaque Paiva
22995,Armbar,W,70KG,2016,Isaque Paiva
22996,RNC,W,67KG,2016,Isaque Paiva
22997,Armbar,W,67KG,2016,Isaque Paiva
22998,"Pts: 2x2, Adv",W,70KG,2016,Isaque Paiva
22999,Choke,W,70KG,2016,Isaque Paiva
23000,Choke f/ omoplata,W,70KG,2016,Isaque Paiva
23001,"Pts: 2x2, Adv",W,70KG,2016,Isaque Paiva
23002,Pts: 4x2,W,69KG,2016,Isaque Paiva
